,sales_small.ProductID,sales_small.WeekKey,sales_small.Channel,sales_small.Country,sales_small.CSP,sales_small.SalesVolume,sales_small.TotalStockVolume,sales_small.StoreStockVolume,sales_small.DepotStockVolume,sales_small.FutureCommitmentVolume,sales_small.IntakeVolume,sales_small.StoresWithStockCount,sales_small.StoresWithSalesCount,price_change_tw,price_change_before,products.Season,products.Group,products.SubGroup,products.Class,products.SubClass,sales_small.SalesVolume_nw,price_change_nw,season_nw
10908,b4b494ad,201522,Stores,A,12.584000000000001,3,1,1,0,0,0,0.035,0.0117,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,4.0,0.0,Summer
10909,b4b494ad,201522,Stores,B,12.007,94,23,23,0,0,0,0.855,0.7928,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,59.0,0.0,Summer
10955,c1a43ffc,201522,Online,B,13.583,4,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,bdafc933,3.0,0.0,Summer
10956,c1a43ffc,201522,Stores,B,13.583,7,1,1,0,0,0,0.0622,0.0622,0.0,0.0,L,606565a1,eb5237dd,1daead49,bdafc933,4.0,0.0,Summer
10966,c784c469,201522,Stores,A,11.112,1,1,1,0,0,0,0.0233,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,2.0,0.0,Summer
10967,c784c469,201522,Stores,B,10.882,29,17,17,0,0,0,0.9483,0.2487,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,24.0,0.0,Summer
11028,dac833dd,201522,Online,B,11.782,3,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Summer
11029,dac833dd,201522,Stores,A,12.304,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Summer
11076,ed4915d9,201522,Online,B,12.683,1,0,0,0,0,0,0.0039,0.0,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,1.0,0.0,Summer
11124,f672d6b7,201522,Stores,B,10.882,8,3,3,0,0,0,0.07,0.035,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b37e83f9,5.0,0.0,Summer
11148,fa60d3d1,201522,Stores,A,12.007,12,5,5,0,0,0,0.1982,0.0544,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,9.0,0.0,Summer
11149,fa60d3d1,201522,Stores,B,11.557,99,50,50,0,0,0,0.76565,0.5091,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,72.0,0.0,Summer
11157,fe4c8bae,201522,Online,B,13.583,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Summer
11158,fe4c8bae,201522,Stores,A,14.482999999999999,5,9,9,0,0,0,0.1788,0.035,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,5.0,0.0,Summer
11159,fe4c8bae,201522,Stores,B,13.583,123,195,108,87,0,0,0.91915,0.7384,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,121.0,0.0,Summer
11181,142ca0b5,201523,Stores,A,11.355,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,0.0,0.0,Summer
11182,142ca0b5,201523,Stores,B,11.107000000000001,15,5,5,0,0,0,0.1827,0.0466,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,10.0,0.0,Summer
11183,1486ab7a,201523,Stores,A,13.357999999999999,2,1,1,0,0,0,0.0272,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,2.0,0.0,Summer
11184,1486ab7a,201523,Stores,B,12.683,29,22,22,0,0,0,0.855,0.0972,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,23.0,0.0,Summer
11190,17d303a5,201523,Stores,A,11.103,1,1,1,0,0,0,0.0233,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Summer
11193,19fd722e,201523,Stores,A,12.345,3,1,1,0,0,0,0.0389,0.0117,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Summer
11194,19fd722e,201523,Stores,B,11.782,33,22,22,0,0,0,0.52855,0.24100000000000002,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,27.0,0.0,Summer
11228,2a22a265,201523,Stores,B,10.432,2,2,2,0,0,0,0.3925,0.0272,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Summer
11240,2d16059c,201523,Stores,A,13.133,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Summer
11241,2d16059c,201523,Stores,B,12.232000000000001,11,4,4,0,0,0,0.3537,0.0622,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,8.0,0.0,Summer
11245,3185738c,201523,Stores,A,14.630999999999998,3,1,1,0,0,0,0.0311,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Summer
11251,3504ea86,201523,Stores,A,12.908,1,1,1,0,0,0,0.0194,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
11252,3504ea86,201523,Stores,B,12.232000000000001,27,7,7,0,0,0,0.4625,0.1593,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,17.0,0.0,Summer
11267,3ae20ac,201523,Stores,A,11.125,3,1,1,0,0,0,0.10099999999999999,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,3.0,0.0,Summer
11268,3ae20ac,201523,Stores,B,10.882,27,10,10,0,0,0,0.7967,0.2021,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,22.0,0.0,Summer
11278,3e968b1a,201523,Online,B,15.383,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,2.0,0.0,Summer
11279,3e968b1a,201523,Stores,B,15.383,10,3,3,0,0,0,0.2021,0.0544,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,6.0,0.0,Summer
11285,41ab9b25,201523,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Summer
11286,41ab9b25,201523,Stores,B,11.332,14,7,7,0,0,0,0.3031,0.0661,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,12.0,0.0,Summer
11289,41e25c29,201523,Stores,A,11.67,6,6,6,0,0,0,0.2099,0.0389,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,4.0,0.0,Summer
11290,41e25c29,201523,Stores,B,11.332,18,11,11,0,0,0,0.5169,0.171,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,13.0,0.0,Summer
11292,452a022f,201523,Online,B,11.332,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,0.0,Summer
11293,452a022f,201523,Stores,A,11.737,6,4,4,0,0,0,0.0894,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,7.0,0.0,Summer
11294,452a022f,201523,Stores,B,11.332,35,13,13,0,0,0,0.5752,0.0972,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,25.0,0.0,Summer
11315,4d317762,201523,Stores,A,11.692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
11330,523d5fe4,201523,Stores,A,16.283,4,4,4,0,0,0,0.24100000000000002,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,0.0,Summer
11331,523d5fe4,201523,Stores,B,14.933,47,27,27,0,0,0,0.7637,0.2254,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,33.0,0.0,Summer
11338,52bfaadb,201523,Stores,B,12.232000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
11366,59dcb7fc,201523,Stores,A,11.139000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,0.0,0.0,Summer
11367,59dcb7fc,201523,Stores,B,10.882,15,5,5,0,0,0,0.3265,0.07,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,10.0,0.0,Summer
11376,5bc5224,201523,Stores,A,11.692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,0.0,0.0,Summer
11378,5c15867f,201523,Stores,B,11.332,6,5,5,0,0,0,0.2526,0.0583,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,5.0,0.0,Summer
11379,5c5c4173,201523,Online,B,13.583,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Summer
11380,5c5c4173,201523,Stores,B,13.583,6,2,2,0,0,0,0.1127,0.0155,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,7.0,0.0,Summer
11383,5ce5328b,201523,Stores,A,12.232000000000001,3,0,0,0,0,0,0.0,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,1.0,0.0,Summer
11384,5ce5328b,201523,Stores,B,11.782,39,22,22,0,0,0,0.8822,0.3342,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,29.0,0.0,Summer
11386,5ecbfa2b,201523,Stores,A,11.445,5,3,3,0,0,0,0.1127,0.0155,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Summer
11387,5ecbfa2b,201523,Stores,B,11.107000000000001,59,17,17,0,0,0,0.8861,0.2371,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,36.0,0.0,Summer
11464,7bc7afc3,201523,Stores,A,14.933,2,1,1,0,0,0,0.0583,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Summer
11465,7bc7afc3,201523,Stores,B,13.808,35,19,19,0,0,0,0.9289,0.171,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,26.0,0.0,Summer
11498,858932,201523,Stores,A,10.545,3,1,1,0,0,0,0.07,0.0194,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Summer
11499,858932,201523,Stores,B,10.432,5,5,5,0,0,0,0.8589,0.0972,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,7.0,0.0,Summer
11518,88921936,201523,Online,B,11.107000000000001,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,,,
11519,88921936,201523,Stores,B,11.107000000000001,57,14,14,0,0,0,0.5208,0.2176,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,31.0,0.0,Summer
11546,93247c29,201523,Online,B,10.657,1,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,,,
11547,93247c29,201523,Stores,A,10.86,3,2,2,0,0,0,0.0894,0.0389,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Summer
11548,93247c29,201523,Stores,B,10.657,46,25,25,0,0,0,0.7326,0.7928,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,39.0,0.0,Summer
11549,9374015c,201523,Online,B,13.583,1,0,0,0,0,0,0.0039,0.0,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,,,
11550,9374015c,201523,Stores,B,13.583,7,2,2,0,0,0,0.1827,0.0389,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,7.0,0.0,Summer
11576,9c68fd70,201523,Online,B,12.007,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Summer
11577,9c68fd70,201523,Stores,B,12.007,20,10,10,0,0,0,0.307,0.07,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,16.0,0.0,Summer
11592,9f924364,201523,Stores,B,13.583,4,1,1,0,0,0,0.0777,0.0194,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,3.0,0.0,Summer
11607,a6b1ad10,201523,Stores,A,15.19,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,2.0,0.0,Summer
11608,a6b1ad10,201523,Stores,B,14.033,11,5,5,0,0,0,0.4742,0.0661,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,8.0,0.0,Summer
11609,a7708227,201523,Online,B,12.683,2,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Summer
11610,a7708227,201523,Stores,A,13.357999999999999,2,1,1,0,0,0,0.0389,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,1.0,0.0,Summer
11611,a7708227,201523,Stores,B,12.683,44,35,35,0,0,0,0.5072,0.2993,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,34.0,0.0,Summer
11626,ac74a409,201523,Stores,A,16.958,0,1,1,0,0,0,0.0078,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,0.0,0.0,Summer
11627,ac74a409,201523,Stores,B,15.383,14,13,10,2,0,1,0.4275,0.0816,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,11.0,0.0,Summer
11640,b2631d43,201523,Stores,A,11.139000000000001,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,0.0,0.0,Summer
11641,b2631d43,201523,Stores,B,10.882,17,8,8,0,0,0,0.6335,0.0894,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,11.0,0.0,Summer
11642,b2f88060,201523,Online,B,12.683,1,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,,,
11643,b2f88060,201523,Stores,A,13.43,2,1,1,0,0,0,0.0311,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
11655,b47b5094,201523,Online,B,14.033,1,0,0,0,0,0,0.0,0.0039,-0.9000000000000004,3.150000000000002,L,606565a1,eb5237dd,1daead49,e5db0621,1.0,0.0,Summer
11656,b47b5094,201523,Stores,A,14.033,5,3,3,0,0,0,0.1477,0.0272,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,5.0,0.0,Summer
11657,b47b5094,201523,Stores,B,13.133,32,10,10,0,0,0,0.9289,0.1632,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,19.0,0.0,Summer
11659,b4b494ad,201523,Stores,A,12.584000000000001,4,0,0,0,0,0,0.0,0.0311,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.0,Summer
11660,b4b494ad,201523,Stores,B,12.007,59,17,17,0,0,0,0.9522,0.5441,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,39.0,0.0,Summer
11707,c1a43ffc,201523,Online,B,13.583,3,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,bdafc933,1.0,0.0,Summer
11708,c1a43ffc,201523,Stores,B,13.583,4,1,1,0,0,0,0.0816,0.0544,0.0,0.0,L,606565a1,eb5237dd,1daead49,bdafc933,4.0,0.0,Summer
11718,c784c469,201523,Stores,A,11.112,2,1,1,0,0,0,0.0233,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,2.0,0.0,Summer
11719,c784c469,201523,Stores,B,10.882,24,15,15,0,0,0,0.9677,0.1866,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,17.0,0.0,Summer
11780,dac833dd,201523,Online,B,11.782,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,1.0,0.0,Summer
11781,dac833dd,201523,Stores,A,12.304,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Summer
11827,ed4915d9,201523,Online,B,12.683,1,0,0,0,0,0,0.0039,0.0,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,,,
11876,f672d6b7,201523,Stores,B,10.882,5,3,3,0,0,0,0.07,0.0233,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b37e83f9,4.0,0.0,Summer
11900,fa60d3d1,201523,Stores,A,12.007,9,4,4,0,0,0,0.2176,0.0428,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,6.0,0.0,Summer
11901,fa60d3d1,201523,Stores,B,11.557,72,43,43,0,0,0,0.8045,0.3925,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,57.0,0.0,Summer
11909,fe4c8bae,201523,Online,B,13.583,3,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Summer
11910,fe4c8bae,201523,Stores,A,14.482999999999999,5,9,9,0,0,0,0.1788,0.0311,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,6.0,0.0,Summer
11911,fe4c8bae,201523,Stores,B,13.583,121,183,97,86,0,0,0.91525,0.7462,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,110.0,0.0,Summer
11932,142ca0b5,201524,Stores,A,11.355,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,0.0,0.0,Summer
11933,142ca0b5,201524,Stores,B,11.107000000000001,10,4,4,0,0,0,0.1671,0.035,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,12.0,0.0,Summer
11934,1486ab7a,201524,Stores,A,13.357999999999999,2,1,1,0,0,0,0.0272,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,2.0,0.0,Summer
11935,1486ab7a,201524,Stores,B,12.683,23,20,20,0,0,0,0.789,0.0777,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,20.0,0.0,Summer
11941,17d303a5,201524,Stores,A,11.103,0,1,1,0,0,0,0.0194,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,2.0,0.0,Summer
11944,19fd722e,201524,Stores,A,12.345,2,1,1,0,0,0,0.035,0.0078,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Summer
11945,19fd722e,201524,Stores,B,11.782,27,19,19,0,0,0,0.5033,0.2099,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,20.0,0.0,Summer
11976,2a22a265,201524,Stores,B,10.432,2,2,2,0,0,0,0.3925,0.0233,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Summer
11988,2d16059c,201524,Online,B,12.232000000000001,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,,,
11989,2d16059c,201524,Stores,A,13.133,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Summer
11990,2d16059c,201524,Stores,B,12.232000000000001,8,3,3,0,0,0,0.3265,0.0466,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,6.0,0.0,Summer
11994,3185738c,201524,Stores,A,14.630999999999998,0,1,1,0,0,0,0.0311,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Summer
11999,3504ea86,201524,Stores,A,12.908,0,1,1,0,0,0,0.0194,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
12000,3504ea86,201524,Stores,B,12.232000000000001,17,5,5,0,0,0,0.4042,0.0972,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,13.0,0.0,Summer
12015,3ae20ac,201524,Stores,A,11.125,3,1,1,0,0,0,0.0972,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,2.0,0.0,Summer
12016,3ae20ac,201524,Stores,B,10.882,22,8,8,0,0,0,0.7151,0.1516,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,16.0,0.0,Summer
12027,3e968b1a,201524,Online,B,15.383,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,1.0,0.0,Summer
12028,3e968b1a,201524,Stores,B,15.383,6,2,2,0,0,0,0.20600000000000002,0.035,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,5.0,0.0,Summer
12034,41ab9b25,201524,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Summer
12035,41ab9b25,201524,Stores,B,11.332,12,6,6,0,0,0,0.2876,0.0505,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,10.0,0.0,Summer
12038,41e25c29,201524,Online,B,11.332,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,,,
12039,41e25c29,201524,Stores,A,11.67,4,6,6,0,0,0,0.20600000000000002,0.035,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,4.0,0.0,Summer
12040,41e25c29,201524,Stores,B,11.332,13,10,10,0,0,0,0.9872,0.1321,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,11.0,0.0,Summer
12043,452a022f,201524,Online,B,11.332,3,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,4.0,0.0,Summer
12044,452a022f,201524,Stores,A,11.737,7,3,3,0,0,0,0.0855,0.0194,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,5.0,0.0,Summer
12045,452a022f,201524,Stores,B,11.332,25,10,10,0,0,0,0.5169,0.07,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,16.0,0.0,Summer
12065,4d317762,201524,Stores,A,11.692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
12079,523d5fe4,201524,Stores,A,16.283,3,4,4,0,0,0,0.2371,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,4.0,0.0,Summer
12080,523d5fe4,201524,Stores,B,14.933,33,24,24,0,0,0,0.73065,0.1593,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,25.0,0.0,Summer
12087,52bfaadb,201524,Stores,B,12.232000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
12113,59dcb7fc,201524,Stores,A,11.139000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,0.0,0.0,Summer
12114,59dcb7fc,201524,Stores,B,10.882,10,4,4,0,0,0,0.2915,0.0505,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,7.0,0.0,Summer
12124,5bc5224,201524,Stores,A,11.692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,0.0,0.0,Summer
12126,5c15867f,201524,Stores,B,11.332,5,4,4,0,0,0,0.2371,0.0389,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,4.0,0.0,Summer
12127,5c5c4173,201524,Online,B,13.583,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,1.350999999999999,Summer
12128,5c5c4173,201524,Stores,B,13.583,7,2,2,0,0,0,0.1166,0.0117,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,6.0,0.0,Summer
12131,5ce5328b,201524,Stores,A,12.232000000000001,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,1.0,0.0,Summer
12132,5ce5328b,201524,Stores,B,11.782,29,20,20,0,0,0,0.8356,0.2565,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,21.0,0.0,Summer
12134,5ecbfa2b,201524,Stores,A,11.445,3,2,2,0,0,0,0.10099999999999999,0.0117,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,4.0,0.0,Summer
12135,5ecbfa2b,201524,Stores,B,11.107000000000001,36,14,14,0,0,0,0.8123,0.1438,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,24.0,0.0,Summer
12209,7bc7afc3,201524,Stores,A,14.933,2,1,1,0,0,0,0.0544,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
12210,7bc7afc3,201524,Stores,B,13.808,26,17,17,0,0,0,0.8589,0.1205,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,19.0,0.0,Summer
12242,858932,201524,Stores,A,10.545,2,1,1,0,0,0,0.0738,0.0155,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Summer
12243,858932,201524,Stores,B,10.432,7,4,4,0,0,0,0.7967,0.1244,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,6.0,0.0,Summer
12261,88921936,201524,Stores,B,11.107000000000001,31,12,12,0,0,0,0.4392,0.1283,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,27.0,0.0,Summer
12288,93247c29,201524,Stores,A,10.86,2,2,2,0,0,0,0.0894,0.0311,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Summer
12289,93247c29,201524,Stores,B,10.657,39,21,21,0,0,0,0.69765,0.7229,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,30.0,0.0,Summer
12290,9374015c,201524,Stores,B,13.583,7,2,2,0,0,0,0.1593,0.0389,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,5.0,0.0,Summer
12316,9c68fd70,201524,Online,B,12.007,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Summer
12317,9c68fd70,201524,Stores,B,12.007,16,8,8,0,0,0,0.2915,0.0622,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,13.0,0.0,Summer
12332,9f924364,201524,Stores,B,13.583,3,1,1,0,0,0,0.0661,0.0155,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,3.0,0.0,Summer
12348,a6b1ad10,201524,Stores,A,15.19,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,0.0,0.0,Summer
12349,a6b1ad10,201524,Stores,B,14.033,8,4,4,0,0,0,0.4392,0.0428,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,6.0,0.0,Summer
