,sales_small.ProductID,sales_small.WeekKey,sales_small.Channel,sales_small.Country,sales_small.CSP,sales_small.SalesVolume,sales_small.TotalStockVolume,sales_small.StoreStockVolume,sales_small.DepotStockVolume,sales_small.FutureCommitmentVolume,sales_small.IntakeVolume,sales_small.StoresWithStockCount,sales_small.StoresWithSalesCount,price_change_tw,price_change_before,products.Season,products.Group,products.SubGroup,products.Class,products.SubClass,sales_small.SalesVolume_nw,price_change_nw,season_nw
12350,a7708227,201524,Online,B,12.683,2,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Summer
12351,a7708227,201524,Stores,A,13.357999999999999,1,1,1,0,0,0,0.035,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Summer
12352,a7708227,201524,Stores,B,12.683,34,31,31,0,0,0,0.9794,0.2371,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,26.0,0.0,Summer
12367,ac74a409,201524,Stores,A,16.958,0,1,1,0,0,0,0.0078,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,0.0,0.0,Summer
12368,ac74a409,201524,Stores,B,15.383,11,12,9,2,0,1,0.4003,0.0661,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,7.0,0.0,Summer
12380,b2631d43,201524,Stores,A,11.139000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,0.0,0.0,Summer
12381,b2631d43,201524,Stores,B,10.882,11,7,7,0,0,0,0.5869,0.0622,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,11.0,0.0,Summer
12382,b2f88060,201524,Stores,A,13.43,0,1,1,0,0,0,0.0272,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
12393,b47b5094,201524,Online,B,14.033,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,1.0,0.0,Summer
12394,b47b5094,201524,Stores,A,14.033,5,3,3,0,0,0,0.136,0.0233,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,4.0,0.0,Summer
12395,b47b5094,201524,Stores,B,13.133,19,8,8,0,0,0,0.8162,0.10099999999999999,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,18.0,0.0,Summer
12397,b4b494ad,201524,Stores,A,12.584000000000001,2,0,0,0,0,0,0.0,0.0117,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,1.0,0.0,Summer
12398,b4b494ad,201524,Stores,B,12.007,39,13,13,0,0,0,0.855,0.4003,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,29.0,0.0,Summer
12446,c1a43ffc,201524,Online,B,13.583,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,eb5237dd,1daead49,bdafc933,,,
12447,c1a43ffc,201524,Stores,B,13.583,4,1,1,0,0,0,0.0622,0.035,0.0,0.0,L,606565a1,eb5237dd,1daead49,bdafc933,3.0,0.0,Summer
12457,c784c469,201524,Stores,A,11.112,2,0,0,0,0,0,0.0,0.0078,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,0.0,0.0,Summer
12458,c784c469,201524,Stores,B,10.882,17,13,13,0,0,0,0.9483,0.1477,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,16.0,0.0,Summer
12517,dac833dd,201524,Online,B,11.782,1,0,0,0,0,0,0.0039,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,,,
12518,dac833dd,201524,Stores,A,12.304,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Summer
12612,f672d6b7,201524,Stores,B,10.882,4,2,2,0,0,0,0.07,0.0194,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b37e83f9,3.0,0.0,Summer
12636,fa60d3d1,201524,Stores,A,12.007,6,4,4,0,0,0,0.1982,0.0311,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,6.0,0.0,Summer
12637,fa60d3d1,201524,Stores,B,11.557,57,37,37,0,0,0,0.76565,0.3148,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,41.0,0.0,Summer
12645,fe4c8bae,201524,Online,B,13.583,3,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Summer
12646,fe4c8bae,201524,Stores,A,14.482999999999999,6,10,10,0,0,0,0.1788,0.035,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,6.0,0.0,Summer
12647,fe4c8bae,201524,Stores,B,13.583,110,170,137,33,0,0,0.91915,0.684,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,99.0,0.0,Summer
12669,142ca0b5,201525,Stores,A,11.355,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,0.0,0.0,Summer
12670,142ca0b5,201525,Stores,B,11.107000000000001,12,3,3,0,0,0,0.1593,0.0311,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,9.0,0.0,Summer
12671,1486ab7a,201525,Stores,A,13.357999999999999,2,1,1,0,0,0,0.0233,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,2.0,1.6209999999999987,Summer
12672,1486ab7a,201525,Stores,B,12.683,20,18,18,0,0,0,0.7384,0.0661,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,27.0,1.350999999999999,Summer
12678,17d303a5,201525,Stores,A,11.103,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Summer
12681,19fd722e,201525,Stores,A,12.345,2,1,1,0,0,0,0.035,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,1.184000000000001,Summer
12682,19fd722e,201525,Stores,B,11.782,20,17,17,0,0,0,0.9677,0.1477,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,18.0,0.9000000000000004,Summer
12712,2a22a265,201525,Stores,B,10.432,2,2,2,0,0,0,0.3731,0.0194,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Summer
12724,2d16059c,201525,Stores,A,13.133,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Summer
12725,2d16059c,201525,Stores,B,12.232000000000001,6,3,3,0,0,0,0.2915,0.0311,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,5.0,0.0,Summer
12728,3185738c,201525,Stores,A,14.630999999999998,0,1,1,0,0,0,0.0311,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,2.618999999999998,Summer
12733,3504ea86,201525,Online,B,12.232000000000001,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,,,
12734,3504ea86,201525,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
12735,3504ea86,201525,Stores,B,12.232000000000001,13,4,4,0,0,0,0.3537,0.0777,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,11.0,0.0,Summer
12748,3ae20ac,201525,Stores,A,11.125,2,1,1,0,0,0,0.1088,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,3.0,0.0,Summer
12749,3ae20ac,201525,Stores,B,10.882,16,6,6,0,0,0,0.6374,0.1166,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,12.0,0.0,Summer
12761,3e968b1a,201525,Online,B,15.383,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,1.0,0.0,Summer
12762,3e968b1a,201525,Stores,B,15.383,5,2,2,0,0,0,0.1827,0.0233,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,3.0,0.0,Summer
12768,41ab9b25,201525,Stores,A,11.737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,1.0,0.0,Summer
12769,41ab9b25,201525,Stores,B,11.332,10,5,5,0,0,0,0.2682,0.0466,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,11.0,0.0,Summer
12773,41e25c29,201525,Stores,A,11.67,4,5,5,0,0,0,0.2021,0.0311,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,,,
12774,41e25c29,201525,Stores,B,11.332,11,9,9,0,0,0,0.9328,0.10099999999999999,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,,,
12777,452a022f,201525,Online,B,11.332,4,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Summer
12778,452a022f,201525,Stores,A,11.737,5,3,3,0,0,0,0.07,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,0.0,Summer
12779,452a022f,201525,Stores,B,11.332,16,8,8,0,0,0,0.4469,0.0466,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,13.0,0.0,Summer
12798,4d317762,201525,Stores,A,11.692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
12812,523d5fe4,201525,Stores,A,16.283,4,4,4,0,0,0,0.2332,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,2.790000000000001,Summer
12813,523d5fe4,201525,Stores,B,14.933,25,22,22,0,0,0,0.7015,0.1166,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,25.0,2.25,Summer
12820,52bfaadb,201525,Stores,B,12.232000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Summer
12846,59dcb7fc,201525,Stores,A,11.139000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,0.0,0.0,Summer
12847,59dcb7fc,201525,Stores,B,10.882,7,3,3,0,0,0,0.2565,0.0389,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,7.0,0.0,Summer
12857,5bc5224,201525,Stores,A,11.692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,0.0,0.0,Summer
12859,5c15867f,201525,Stores,B,11.332,4,4,4,0,0,0,0.2293,0.0272,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,,,
12860,5c5c4173,201525,Online,B,12.232000000000001,2,0,0,0,0,0,0.0039,0.0039,1.350999999999999,2.700000000000001,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,1.0,0.0,Summer
12861,5c5c4173,201525,Stores,B,13.583,6,1,1,0,0,0,0.0894,0.0078,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,5.0,0.0,Summer
12864,5ce5328b,201525,Stores,A,12.232000000000001,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,2.0,1.125,Summer
12865,5ce5328b,201525,Stores,B,11.782,21,18,18,0,0,0,0.7967,0.1943,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,31.0,0.9000000000000004,Summer
12867,5ecbfa2b,201525,Stores,A,11.445,4,2,2,0,0,0,0.10099999999999999,0.0117,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Summer
12868,5ecbfa2b,201525,Stores,B,11.107000000000001,24,11,11,0,0,0,0.7734,0.1127,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,23.0,0.0,Summer
12941,7bc7afc3,201525,Stores,A,14.933,0,1,1,0,0,0,0.0583,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,2.0389999999999997,Summer
12942,7bc7afc3,201525,Stores,B,13.808,19,15,15,0,0,0,0.7928,0.0894,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,18.0,1.5759999999999987,Summer
12975,858932,201525,Stores,A,10.545,2,1,1,0,0,0,0.0738,0.0155,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Summer
12976,858932,201525,Stores,B,10.432,6,4,4,0,0,0,0.7268,0.0972,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,3.0,0.0,Summer
12991,88921936,201525,Stores,B,11.107000000000001,27,9,9,0,0,0,0.4003,0.10099999999999999,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,22.0,0.0,Summer
13017,93247c29,201525,Stores,A,10.86,2,2,2,0,0,0,0.0855,0.0272,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,3.0,0.0,Summer
13018,93247c29,201525,Stores,B,10.657,30,18,18,0,0,0,0.67625,0.5752,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,24.0,0.0,Summer
13019,9374015c,201525,Stores,B,13.583,5,2,2,0,0,0,0.1244,0.0311,0.0,0.0,L,606565a1,eb5237dd,1daead49,4c5c47f,5.0,1.350999999999999,Summer
13042,9c68fd70,201525,Online,B,12.007,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Summer
13043,9c68fd70,201525,Stores,B,12.007,13,7,7,0,0,0,0.2798,0.0466,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,14.0,0.6749999999999989,Summer
13058,9f924364,201525,Stores,B,13.583,3,1,1,0,0,0,0.0583,0.0117,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,2.0,1.8010000000000002,Summer
13074,a6b1ad10,201525,Stores,A,15.19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,0.0,0.0,Summer
13075,a6b1ad10,201525,Stores,B,14.033,6,3,3,0,0,0,0.4197,0.0311,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,6.0,0.0,Summer
13076,a7708227,201525,Online,B,12.683,2,3,0,3,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,4.0,0.0,Summer
13077,a7708227,201525,Stores,A,13.357999999999999,2,1,1,0,0,0,0.035,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,1.0,1.4089999999999971,Summer
13078,a7708227,201525,Stores,B,12.683,26,29,29,0,0,0,0.9289,0.1904,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,36.0,1.1259999999999994,Summer
13092,ac74a409,201525,Stores,A,16.958,0,1,1,0,0,0,0.0078,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,0.0,2.092999999999998,Summer
13093,ac74a409,201525,Stores,B,15.383,7,11,9,2,0,0,0.3887,0.0428,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,10.0,1.799999999999999,Summer
13105,b2631d43,201525,Stores,A,11.139000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,2.0,0.0,Summer
13106,b2631d43,201525,Stores,B,10.882,11,6,6,0,0,0,0.5363,0.0583,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,9.0,0.0,Summer
13107,b2f88060,201525,Online,B,12.683,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,1.0,0.0,Summer
13108,b2f88060,201525,Stores,A,13.43,0,1,1,0,0,0,0.0233,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Summer
13119,b47b5094,201525,Online,B,14.033,1,0,0,0,0,0,0.0039,0.0,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,1.0,0.0,Summer
13120,b47b5094,201525,Stores,A,14.033,4,2,2,0,0,0,0.1321,0.0194,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,4.0,0.0,Summer
13121,b47b5094,201525,Stores,B,13.133,18,6,6,0,0,0,0.7501,0.10099999999999999,0.0,0.0,L,606565a1,eb5237dd,1daead49,e5db0621,13.0,0.0,Summer
13123,b4b494ad,201525,Stores,A,12.584000000000001,1,0,0,0,0,0,0.0,0.0078,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,2.0,0.8690000000000015,Summer
13124,b4b494ad,201525,Stores,B,12.007,29,10,10,0,0,0,0.7812,0.2993,0.0,0.0,L,606565a1,eb5237dd,fcb53a7d,255a6b2d,25.0,0.6749999999999989,Summer
13168,c1a43ffc,201525,Stores,B,13.583,3,1,1,0,0,0,0.0622,0.0272,0.0,0.0,L,606565a1,eb5237dd,1daead49,bdafc933,2.0,1.5760000000000005,Summer
13178,c784c469,201525,Stores,A,11.112,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,0.0,0.5670000000000002,Summer
13179,c784c469,201525,Stores,B,10.882,16,11,11,0,0,0,0.9211,0.1321,0.0,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,22.0,0.4499999999999993,Summer
13238,dac833dd,201525,Stores,A,12.304,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Summer
13331,f672d6b7,201525,Stores,B,10.882,3,2,2,0,0,0,0.0622,0.0155,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,b37e83f9,4.0,0.0,Summer
13353,fa60d3d1,201525,Stores,A,12.007,6,3,3,0,0,0,0.1943,0.0311,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,5.0,0.8679999999999986,Summer
13354,fa60d3d1,201525,Stores,B,11.557,41,32,32,0,0,0,0.71125,0.24100000000000002,0.0,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,50.0,0.6750000000000007,Summer
13362,fe4c8bae,201525,Online,B,13.583,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,0.0,Summer
13363,fe4c8bae,201525,Stores,A,14.482999999999999,6,11,11,0,0,0,0.1788,0.0389,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,3.0,1.3499999999999996,Summer
13364,fe4c8bae,201525,Stores,B,13.583,99,148,135,13,0,0,0.9172,0.6296,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,143.0,1.350999999999999,Summer
13383,142ca0b5,201526,Stores,A,11.355,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,0.0,0.0,Autumn
13384,142ca0b5,201526,Stores,B,11.107000000000001,9,2,2,0,0,0,0.136,0.035,0.0,0.0,L,606565a1,33de6bfe,83b19c60,df747ddd,6.0,0.0,Autumn
13385,1486ab7a,201526,Stores,A,11.737,2,0,0,0,0,0,0.0,0.0039,1.6209999999999987,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,0.0,0.0,Autumn
13386,1486ab7a,201526,Stores,B,11.332,27,14,14,0,0,0,0.1212,0.10099999999999999,1.350999999999999,0.0,L,606565a1,9d3d7fe0,4b4aee60,9e9af557,24.0,0.0,Autumn
13392,17d303a5,201526,Stores,A,11.103,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,83b19c60,ef31f284,0.0,0.0,Autumn
13395,19fd722e,201526,Stores,A,11.161,2,1,1,0,0,0,0.035,0.0039,1.184000000000001,1.0129999999999981,L,606565a1,33de6bfe,57dedfae,e5db0621,2.0,0.0,Autumn
13396,19fd722e,201526,Stores,B,10.882,18,16,16,0,0,0,0.9289,0.1477,0.9000000000000004,0.9009999999999998,L,606565a1,33de6bfe,57dedfae,e5db0621,13.0,0.0,Autumn
13427,2a22a265,201526,Stores,B,10.432,2,2,2,0,0,0,0.3614,0.0272,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,3.0,0.0,Autumn
13438,2d16059c,201526,Stores,A,13.133,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,0.0,0.0,Autumn
13439,2d16059c,201526,Stores,B,12.232000000000001,5,2,2,0,0,0,0.2643,0.0233,0.0,0.0,L,606565a1,33de6bfe,57dedfae,e5db0621,4.0,0.0,Autumn
13441,3185738c,201526,Stores,A,12.012,3,1,1,0,0,0,0.0272,0.0039,2.618999999999998,2.327,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Autumn
13446,3504ea86,201526,Stores,A,12.908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Autumn
13447,3504ea86,201526,Stores,B,12.232000000000001,11,3,3,0,0,0,0.2954,0.07,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,6.0,0.0,Autumn
13459,3ae20ac,201526,Stores,A,11.125,3,1,1,0,0,0,0.1049,0.0117,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,2.0,0.0,Autumn
13460,3ae20ac,201526,Stores,B,10.882,12,5,5,0,0,0,0.5946,0.0894,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,9.0,0.0,Autumn
13470,3e968b1a,201526,Online,B,15.383,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,1.0,0.0,Autumn
13471,3e968b1a,201526,Stores,B,15.383,3,2,2,0,0,0,0.1671,0.0155,0.0,0.0,L,606565a1,33de6bfe,57dedfae,d4a73e2b,2.0,0.0,Autumn
13477,41ab9b25,201526,Stores,A,11.737,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,0.0,0.0,Autumn
13478,41ab9b25,201526,Stores,B,11.332,11,4,4,0,0,0,0.2487,0.0466,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,7.0,0.0,Autumn
13481,41e25c29,201526,Online,B,10.882,1,0,0,0,0,0,0.0039,0.0,0.45000000000000107,0.0,L,606565a1,33de6bfe,83b19c60,35361cb0,1.0,0.0,Autumn
13483,452a022f,201526,Online,B,11.332,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,1.0,0.0,Autumn
13484,452a022f,201526,Stores,A,11.737,3,3,3,0,0,0,0.0661,0.0078,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,0.0,Autumn
13485,452a022f,201526,Stores,B,11.332,13,7,7,0,0,0,0.3848,0.035,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,9.0,0.0,Autumn
13502,4d317762,201526,Stores,A,11.692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Autumn
13516,523d5fe4,201526,Stores,A,13.493,3,3,3,0,0,0,0.0186,0.0155,2.790000000000001,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,3.0,0.0,Autumn
13517,523d5fe4,201526,Stores,B,12.683,25,19,19,0,0,0,0.17256,0.1438,2.25,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,28.0,0.0,Autumn
13523,52bfaadb,201526,Stores,B,12.232000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,0.0,0.0,Autumn
13545,59dcb7fc,201526,Stores,A,11.139000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,0.0,0.0,Autumn
13546,59dcb7fc,201526,Stores,B,10.882,7,3,3,0,0,0,0.2449,0.0311,0.0,0.0,L,606565a1,9d3d7fe0,4b4aee60,16fbe41a,4.0,0.0,Autumn
13555,5bc5224,201526,Stores,A,11.692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,606565a1,9d3d7fe0,aea70009,f3160a73,0.0,0.0,Autumn
13557,5c5c4173,201526,Online,B,12.232000000000001,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,,,
13558,5c5c4173,201526,Stores,B,13.583,5,1,1,0,0,0,0.07,0.0078,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Autumn
13561,5ce5328b,201526,Stores,A,11.107000000000001,2,0,0,0,0,0,0.0,0.0078,1.125,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,2.0,0.0,Autumn
13562,5ce5328b,201526,Stores,B,10.882,31,13,13,0,0,0,0.32184,0.2682,0.9000000000000004,0.0,L,606565a1,9d3d7fe0,7432d9ca,9d958d1e,29.0,0.0,Autumn
13564,5ecbfa2b,201526,Stores,A,11.445,3,2,2,0,0,0,0.0972,0.0078,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,3.0,0.0,Autumn
13565,5ecbfa2b,201526,Stores,B,11.107000000000001,23,9,9,0,0,0,0.6996,0.0972,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,16.0,0.0,Autumn
13630,7bc7afc3,201526,Stores,A,12.894,2,1,1,0,0,0,0.00468,0.0039,2.0389999999999997,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,2.0,0.0,Autumn
13631,7bc7afc3,201526,Stores,B,12.232000000000001,18,12,12,0,0,0,0.11664000000000001,0.0972,1.5759999999999987,0.0,L,606565a1,9d3d7fe0,aea70009,7b771b3e,20.0,0.0,Autumn
13663,858932,201526,Stores,A,10.545,2,1,1,0,0,0,0.0661,0.0117,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,1.0,0.0,Autumn
13664,858932,201526,Stores,B,10.432,3,3,3,0,0,0,0.6724,0.0544,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,3.0,0.0,Autumn
13677,88921936,201526,Stores,B,11.107000000000001,22,7,7,0,0,0,0.3226,0.0855,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,13.0,0.0,Autumn
13701,93247c29,201526,Stores,A,10.86,3,1,1,0,0,0,0.0816,0.0311,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,2.0,0.0,Autumn
13702,93247c29,201526,Stores,B,10.657,24,15,15,0,0,0,0.63935,0.4897,0.0,0.0,L,606565a1,33de6bfe,4fa3987f,255a6b2d,23.0,0.0,Autumn
13703,9374015c,201526,Stores,B,12.232000000000001,5,1,1,0,0,0,0.1127,0.0194,1.350999999999999,2.700000000000001,L,606565a1,eb5237dd,1daead49,4c5c47f,5.0,0.0,Autumn
13724,9c68fd70,201526,Online,B,12.007,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,606565a1,33de6bfe,8f5e4e2f,52fc415a,2.0,0.0,Autumn
