,Date,actural_return,historic_mean,predicted_return,f_err,r_err,RMSE_diff,se_lm,se_mean,,,
103,12317,0.34,0.578657916,0.066055556,-0.238657916,0.273944444,-0.13491374,0.056957601,0.075045559,,,
104,12318,0.04,-0.214443441,0.064027778,0.254443441,-0.024027778,-0.134567933,0.064741465,0.000577334,,,
105,12319,-0.93,0.220736718,0.068361111,-1.150736718,-0.998361111,-0.134748615,1.324194995,0.996724908,,,
106,12320,-0.73,-0.384066022,0.060888889,-0.345933978,-0.790888889,-0.131304312,0.119670317,0.625505235,,,
107,12321,-0.38,-0.190055543,0.056333333,-0.189944457,-0.436333333,-0.12983975,0.036078897,0.190386778,,,
108,12324,-0.26,-0.455257803,0.0495,0.195257803,-0.3095,-0.128904661,0.03812561,0.09579025,,,
109,12325,0.08,-0.16278187,0.044388889,0.24278187,0.035611111,-0.128576784,0.058943036,0.001268151,,,
110,12326,-0.74,0.182937199,0.040055556,-0.922937199,-0.780055556,-0.128691308,0.851813073,0.60848667,,,
111,12327,-0.75,-0.184103891,0.037638889,-0.565896109,-0.787638889,-0.126332141,0.320238406,0.620375019,,,
112,12328,0.06,-0.035627062,0.033972222,0.095627062,0.026027778,-0.125804709,0.009144535,0.000677445,,,
113,12331,-0.32,-0.381771794,0.034055556,0.061771794,-0.354055556,-0.124617993,0.003815755,0.125355336,,,
114,12332,0.08,0.011878153,0.03,0.068121847,0.05,-0.124078182,0.004640586,0.0025,,,
115,12333,-0.55,0.80964978,0.026638889,-1.35964978,-0.576638889,-0.130050374,1.848647525,0.332512408,,,
116,12334,-0.86,-0.160176073,0.024722222,-0.699823927,-0.884722222,-0.127680173,0.489753529,0.78273341,,,
117,12335,0.21,-0.312532834,0.021027778,0.522532834,0.188972222,-0.128147467,0.273040563,0.035710501,,,
118,12338,-0.1,-0.470115314,0.024,0.370115314,-0.124,-0.128122118,0.136985346,0.015376,,,
119,12339,-1.09,0.077533259,0.022638889,-1.167533259,-1.112638889,-0.127317869,1.363133911,1.237965297,,,
120,12340,1.33,0.061046382,0.015916667,1.268953618,1.314083333,-0.125195047,1.610243285,1.726815007,,,
121,12341,0.05,0.235163545,0.025916667,-0.185163545,0.024083333,-0.124819105,0.034285538,0.000580007,,,
122,12342,-1.08,-0.079948416,0.029027778,-1.000051584,-1.109027778,-0.122586495,1.000103171,1.229942612,,,
123,12345,0.02,0.134918271,0.029527778,-0.114918271,-0.009527778,-0.122141984,0.013206209,9.08E-05,,,
124,12346,-0.87,0.075416156,0.025388889,-0.945416156,-0.895388889,-0.121553255,0.893811708,0.801721262,,,
125,12347,-0.15,-0.551823469,0.016888889,0.401823469,-0.166888889,-0.121601812,0.1614621,0.027851901,,,
126,12348,0.74,-0.178240546,0.013833333,0.918240546,0.726166667,-0.122103823,0.843165701,0.527318028,,,
127,12349,-1.15,0.280176583,0.013833333,-1.430176583,-1.163833333,-0.123632965,2.045405059,1.354508028,,,
128,12352,-1.03,0.26150089,0.007722222,-1.29150089,-1.037722222,-0.124891923,1.667974549,1.07686741,,,
129,12353,0.18,0.206831851,-0.001694444,-0.026831851,0.181694444,-0.124258704,0.000719948,0.033012871,,,
130,12354,-1.26,0.399022883,-0.004722222,-1.659022883,-1.255277778,-0.127507353,2.752356926,1.575722299,,,
131,12355,-1.16,-0.168241054,-0.009972222,-0.991758946,-1.150027778,-0.124929552,0.983585807,1.32256389,,,
132,12356,-2.23,0.333768789,-0.014888889,-2.563768789,-2.215111111,-0.128087149,6.572910403,4.906717235,,,
133,12359,0.04,0.075932495,-0.020694444,-0.035932495,0.060694444,-0.12759364,0.001291144,0.003683816,,,
134,12360,2.04,0.094780857,-0.018888889,1.945219143,2.058888889,-0.123153546,3.783877516,4.239023457,,,
135,12361,-0.75,-0.220386381,-0.010888889,-0.529613619,-0.739111111,-0.121436328,0.280490585,0.546285235,,,
136,12362,1.5,-0.429494152,-0.018916667,1.929494152,1.518916667,-0.124986061,3.722947683,2.30710784,,,
137,12363,-1.3,-0.322776005,-0.015722222,-0.977223995,-1.284277778,-0.12120244,0.954966737,1.64936941,,,
138,12366,0.68,-0.024803637,-0.014444444,0.704803637,0.694444444,-0.120580132,0.496748166,0.482253086,,,
139,12367,-1.88,0.011911925,-0.006555556,-1.891911925,-1.873444444,-0.118731284,3.579330731,3.509794086,,,
